product_category,transport_mode,weather_condition,distance_km,shipment_weight,shipment_volume,traffic_index,route_complexity_score,number_of_stops,driver_experience_years,origin_warehouse_load,destination_warehouse_load,processing_time_hours,fuel_price,holiday_flag,strike_flag,dispatch_delay_hours,handling_issues_count,documentation_delay_flag,delay_duration_hours
Food,Rail,Storm,2661.56,477.82,2.51,7.89,6.74,2,0.94,1.33,1.08,30.95,76.98,0,0,13.93,1,0,128.64
Electronics,Road,Clear,397.06,459.56,1.57,7.07,6.76,8,7.36,0.96,0.99,38.98,95.59,0,0,18.22,1,0,98.14
Furniture,Air,Storm,473.37,238.49,2.86,1.68,5.81,8,15.8,0.95,0.98,3.84,87.01,0,0,2.71,1,1,80.67
Clothing,Road,Rain,397.45,231.21,3.42,5.66,6.98,5,13.2,1.04,1.44,11.02,71.62,0,0,0.75,2,0,69.01
Pharma,Sea,Fog,318.54,63.72,1.21,2.66,8.51,6,10.85,0.49,0.75,21.24,93.11,0,0,7.34,2,0,81.55
Furniture,Road,Clear,1092.19,485.9,3.53,6.26,8.27,2,9.43,1.19,1.38,46.04,113.83,1,0,20.51,0,0,91.15
Automobile,Road,Clear,2067.68,380.29,4.98,1.56,1.52,2,13.16,1.37,0.3,5.51,114.09,0,0,22.9,2,0,78.83
Electronics,Air,Rain,1096.34,423.94,3.82,2.47,9.57,0,10.1,0.97,1.46,36.89,106.34,0,0,5.69,2,1,72.37
Pharma,Air,Storm,2174.89,117.85,0.95,8.04,8.62,5,15.61,1.18,0.96,29.74,93.96,0,0,8.38,2,0,116.95
Electronics,Road,Clear,2469.84,201.14,3.21,8.59,9.74,2,17.4,0.93,0.91,20.76,87.29,1,0,23.22,2,0,123.29
Automobile,Air,Storm,2015.33,52.22,0.15,9.17,2.75,0,3.89,0.97,1.37,14.78,71.53,0,0,7.5,1,0,94.53
Electronics,Rail,Clear,1422.06,470.47,2.4,9.07,5.83,7,5.02,0.99,1.06,18.62,106.09,0,0,14.97,1,0,104.51
Clothing,Sea,Rain,921.78,143.63,2.71,9.16,4.96,7,10.52,0.61,0.93,20.88,115.55,0,0,5.7,0,0,100.32
Pharma,Air,Clear,416.99,298.41,4.86,1.85,4.39,7,17.38,1.22,0.76,42.15,99.23,1,0,20.65,1,0,59.06
Pharma,Road,Clear,1506.27,76.96,3.71,6.94,4.66,7,18.41,0.8,1.09,47.34,119.92,0,0,17.27,3,0,113.67
Automobile,Road,Clear,2172.82,401.6,3.56,7.31,9.13,4,2.95,0.37,0.36,45.96,102.57,0,0,4.03,1,0,89.49
Clothing,Sea,Storm,1667.32,93.99,2.71,3.41,7.29,6,6.41,0.88,0.6,7.88,78.03,0,0,13.2,0,0,95.7
Furniture,Rail,Fog,2178.37,404.88,2.61,9.94,3.92,2,15.51,0.45,0.42,2.36,95.22,1,0,10.93,0,0,98.61
Electronics,Road,Clear,1038.9,201.48,4.96,3.57,4.41,9,18.71,1.26,0.91,11.0,98.22,0,0,18.49,1,0,88.31
Food,Road,Storm,247.05,289.3,0.2,6.17,5.22,1,2.08,0.51,0.42,15.27,108.83,0,0,17.46,1,0,82.35
Electronics,Rail,Rain,2324.74,135.58,1.59,8.85,4.3,5,9.66,1.38,1.27,22.6,103.27,0,0,16.61,4,0,125.07
Electronics,Road,Rain,698.19,441.51,0.76,3.6,2.89,0,10.17,1.37,0.65,25.09,72.57,1,0,16.94,2,0,68.35
Furniture,Road,Clear,1868.04,380.17,1.64,6.46,4.92,1,0.67,1.37,1.05,18.42,80.51,0,0,21.44,2,0,92.24
Electronics,Road,Rain,2422.66,177.78,2.37,7.48,1.72,6,17.16,0.68,0.7,44.43,72.89,0,0,18.52,1,0,119.46
Clothing,Road,Clear,460.37,293.1,1.78,6.64,8.69,8,2.59,0.68,1.14,35.07,92.35,1,0,13.39,2,0,93.58
Clothing,Road,Clear,1815.56,65.37,4.82,4.65,8.42,6,16.83,0.73,0.72,33.63,90.47,0,0,21.23,2,0,101.88
Pharma,Rail,Rain,2083.65,81.08,3.43,9.5,9.03,9,0.91,1.36,0.76,28.13,94.06,1,0,8.45,1,0,128.78
Automobile,Road,Storm,2252.27,267.31,3.67,6.51,5.01,7,19.67,0.76,0.88,27.23,119.98,1,0,20.98,1,0,122.7
Food,Road,Rain,485.62,320.66,3.74,3.02,6.86,7,10.74,0.98,0.69,21.28,71.22,0,0,14.66,1,0,79.14
Electronics,Road,Fog,2484.09,279.16,4.51,8.26,8.29,9,6.33,1.47,0.5,21.65,118.23,0,0,19.62,1,0,131.71
Electronics,Road,Storm,327.74,280.14,3.86,6.9,3.83,2,12.32,1.14,0.82,45.15,115.25,0,0,16.91,4,0,100.85
Furniture,Road,Clear,1582.77,371.4,0.18,1.99,6.7,5,6.03,1.26,1.1,28.63,85.75,0,0,6.87,1,0,77.57
Automobile,Road,Clear,1358.07,451.3,1.38,3.5,4.94,1,2.6,0.85,0.69,20.5,115.41,0,0,23.86,1,0,73.74
Clothing,Rail,Rain,704.21,194.41,4.95,2.42,4.36,8,5.42,1.21,1.27,24.02,91.93,0,0,6.79,2,0,74.97
Food,Road,Fog,940.7,268.93,3.3,1.65,8.74,6,16.9,1.26,1.28,44.68,109.33,0,0,13.07,0,0,96.76
Pharma,Road,Fog,535.09,446.62,0.43,3.07,6.62,2,5.32,1.12,0.55,17.24,70.13,0,0,6.72,1,0,59.33
Clothing,Road,Storm,1305.89,232.68,2.39,3.5,6.61,5,8.51,1.5,0.62,47.88,115.17,0,0,11.08,3,0,98.18
Automobile,Air,Rain,154.76,223.13,4.91,5.2,2.41,9,11.21,0.39,0.3,19.22,101.23,0,0,14.74,0,0,65.68
Pharma,Sea,Storm,2672.3,383.49,4.96,9.72,4.12,0,17.46,1.3,0.72,38.23,77.16,1,0,5.24,1,0,128.67
Furniture,Road,Clear,532.29,438.77,2.22,9.49,8.57,6,0.71,0.56,1.4,4.2,115.77,1,0,12.69,3,0,103.74
Furniture,Sea,Clear,2663.75,369.1,4.48,7.78,2.92,8,17.7,1.05,1.24,20.22,72.1,0,0,19.91,2,0,122.66
Electronics,Road,Rain,2597.55,50.96,3.0,6.82,9.73,4,14.95,1.28,1.45,7.89,71.25,0,1,21.19,1,0,120.82
Automobile,Rail,Storm,1382.45,232.92,2.6,9.53,8.49,8,8.04,1.08,0.56,14.72,116.79,0,0,6.94,3,0,117.15
Food,Road,Fog,1518.29,106.77,2.12,2.28,3.41,7,19.84,0.63,0.99,20.04,97.59,1,0,3.76,3,0,77.54
Pharma,Air,Clear,940.64,159.36,4.47,3.97,1.97,7,1.65,0.67,0.74,27.31,75.0,0,0,7.8,0,0,65.31
Clothing,Air,Storm,2990.78,234.91,3.14,5.98,2.53,5,14.89,1.02,1.04,7.55,75.5,1,0,4.89,0,0,100.38
Automobile,Road,Storm,2028.78,111.54,1.74,8.33,3.18,2,14.54,1.39,1.19,21.84,106.96,0,0,17.48,2,0,115.16
Automobile,Rail,Rain,2857.83,258.45,2.51,6.61,3.14,3,18.96,1.09,0.41,44.77,99.33,0,0,23.05,1,0,108.21
Furniture,Rail,Clear,1273.65,321.99,2.28,8.28,1.15,0,16.58,0.81,0.41,24.86,97.28,0,0,7.65,2,0,67.14
Electronics,Road,Rain,2654.9,437.57,2.31,2.38,7.44,5,11.72,1.34,0.43,4.18,103.39,0,0,7.56,3,0,80.54
Electronics,Road,Rain,1372.29,106.52,1.63,2.73,9.79,6,5.03,0.66,0.64,10.23,104.82,0,0,16.96,0,0,85.1
Pharma,Road,Rain,2607.15,155.97,3.2,7.67,3.58,9,10.44,0.93,1.19,38.67,84.31,0,0,16.43,1,1,138.46
Furniture,Rail,Rain,436.23,203.49,0.36,4.13,1.15,8,2.5,0.67,1.07,15.37,119.83,0,0,10.47,2,0,74.6
Automobile,Air,Storm,1928.72,113.05,4.44,4.92,9.26,4,10.03,1.24,0.66,40.91,73.19,0,0,7.54,0,0,89.75
Food,Road,Clear,2052.18,166.69,2.14,8.12,2.86,1,4.28,0.54,1.33,15.14,109.1,0,0,11.53,1,0,81.03
Furniture,Air,Clear,1985.7,441.79,4.02,1.63,1.06,6,18.72,1.09,1.17,27.28,83.08,0,0,16.86,2,0,80.69
Pharma,Sea,Rain,1368.73,70.19,3.67,2.51,3.02,6,8.43,1.09,1.47,28.55,114.35,0,0,9.95,0,0,81.72
Pharma,Air,Clear,2067.55,222.43,2.41,3.66,1.94,4,3.41,1.42,1.12,31.72,76.14,0,0,20.85,2,0,83.95
Furniture,Rail,Fog,756.42,156.17,1.07,8.95,7.53,1,0.96,0.83,1.16,35.88,119.49,0,0,16.09,1,0,101.03
Pharma,Rail,Clear,1807.75,39.51,2.85,4.64,1.01,6,6.94,0.9,1.29,47.81,93.6,0,0,15.72,0,0,91.35
Furniture,Road,Clear,1684.99,48.97,4.75,3.27,4.97,0,1.63,1.02,1.41,1.32,89.04,0,0,16.81,2,0,71.76
Clothing,Road,Storm,989.1,392.66,1.01,7.11,5.43,5,9.46,0.45,0.63,37.44,75.58,0,0,22.05,0,0,117.32
Furniture,Rail,Clear,2347.65,426.31,1.35,1.27,8.06,5,1.42,0.85,1.08,38.55,87.23,0,0,8.94,0,0,83.61
Furniture,Road,Storm,288.57,370.96,4.97,7.98,5.7,5,16.75,0.48,0.79,11.04,82.17,0,0,11.24,5,0,103.47
Pharma,Sea,Rain,555.75,270.08,4.47,7.28,2.12,2,9.58,1.25,0.58,13.94,117.09,1,0,1.92,1,0,78.96
Pharma,Road,Clear,1439.89,386.56,2.79,1.5,4.84,2,15.96,0.69,0.53,29.16,103.17,0,0,6.71,1,0,57.33
Electronics,Road,Fog,2680.62,76.86,3.5,5.48,9.41,0,7.6,0.82,0.42,10.88,87.61,0,0,7.51,0,0,86.74
Electronics,Sea,Clear,1746.72,390.32,2.27,4.64,3.13,3,15.47,0.64,1.32,29.32,74.64,0,0,23.8,3,0,97.4
Clothing,Air,Rain,2534.1,212.31,2.08,2.42,3.7,6,8.4,0.61,0.31,9.51,94.91,0,0,9.9,0,0,69.12
Electronics,Road,Clear,1576.83,375.41,2.27,2.39,8.86,0,13.59,1.49,1.49,27.07,107.94,0,0,4.51,2,0,69.2
Furniture,Rail,Clear,2367.1,114.65,2.13,2.44,8.07,9,14.41,1.3,1.46,38.09,111.53,0,0,22.49,0,0,107.8
Pharma,Air,Storm,1011.1,416.44,3.41,6.4,3.66,9,12.25,0.84,0.94,46.77,96.97,0,0,10.57,5,0,112.34
Electronics,Air,Storm,2454.67,284.49,1.72,2.54,7.38,1,1.58,1.29,1.19,21.76,119.72,0,0,6.38,0,0,82.24
Electronics,Road,Clear,1234.97,4.66,0.94,1.54,1.77,9,7.66,1.11,0.85,17.95,92.6,0,0,20.94,1,0,80.38
Clothing,Rail,Rain,1698.55,260.11,3.56,9.62,5.89,1,15.65,0.79,0.56,38.63,74.09,1,0,13.94,0,0,103.9
Automobile,Sea,Storm,568.85,155.83,0.25,1.35,8.84,4,18.53,0.33,1.19,13.47,84.48,0,0,15.24,2,0,81.17
Clothing,Road,Storm,2765.28,29.69,3.62,6.98,8.58,7,13.38,1.4,0.84,22.18,102.85,0,0,6.84,2,0,127.12
Furniture,Sea,Clear,2119.3,224.21,1.39,9.42,2.83,4,19.36,0.57,1.34,9.81,101.32,1,0,16.16,0,0,112.4
Pharma,Sea,Storm,2583.62,156.42,1.03,1.34,5.8,0,5.85,1.17,1.33,37.72,86.63,1,0,20.22,1,0,101.49
Clothing,Air,Rain,663.2,102.99,1.96,9.69,4.59,0,3.16,1.28,1.45,20.66,114.39,0,1,15.12,3,0,98.66
Electronics,Air,Rain,249.67,175.21,0.68,5.52,6.05,4,6.89,1.0,1.14,29.39,83.08,0,1,17.73,1,0,83.08
Pharma,Road,Fog,1044.77,90.62,1.98,8.07,1.68,1,13.72,1.09,0.89,8.58,83.96,0,0,7.16,1,0,79.56
Pharma,Road,Clear,1574.22,150.61,0.6,6.63,9.83,2,8.11,0.38,0.97,45.05,95.72,0,0,22.97,0,0,102.42
Electronics,Rail,Clear,2416.99,58.55,2.47,6.55,6.07,1,13.35,0.97,0.73,47.49,91.82,0,0,17.5,0,0,90.94
Clothing,Sea,Clear,1223.29,43.07,0.96,8.1,2.07,8,14.19,0.66,1.09,19.36,94.23,0,0,5.4,2,0,92.05
Electronics,Air,Clear,846.38,455.1,0.74,1.59,6.78,4,12.47,0.98,0.41,40.59,102.29,0,0,5.92,1,0,47.41
Automobile,Air,Clear,1149.01,451.48,2.94,4.53,1.07,0,15.69,1.03,1.49,7.82,117.61,0,0,22.5,5,0,71.2
Pharma,Road,Rain,2125.64,414.17,3.16,9.73,1.06,2,5.05,0.39,0.38,36.54,101.26,0,0,10.7,3,0,114.93
Food,Road,Clear,1041.84,115.93,0.13,1.49,2.61,7,2.64,0.82,1.02,39.46,84.22,1,0,7.93,1,0,68.84
Food,Road,Clear,2938.54,363.22,2.0,3.37,3.44,3,1.44,1.32,0.65,26.8,119.44,0,0,11.24,0,0,84.73
Furniture,Road,Clear,566.19,295.27,0.48,7.05,3.37,7,19.53,0.45,1.29,27.88,113.06,0,0,9.33,0,0,81.16
Electronics,Air,Clear,2271.63,26.57,3.72,1.9,4.99,0,14.5,1.2,1.06,37.82,88.12,0,0,17.14,0,0,79.76
Electronics,Road,Clear,1788.03,449.89,3.44,5.83,5.62,7,5.15,0.96,1.03,12.67,92.45,0,0,8.83,0,0,80.96
Furniture,Rail,Rain,737.63,498.99,0.34,7.42,4.8,9,9.8,1.04,1.2,9.37,77.47,0,0,1.36,3,0,85.07
Furniture,Road,Clear,2273.16,354.65,4.71,7.82,4.36,8,1.71,0.33,0.44,35.83,94.1,1,0,0.38,1,0,94.96
Furniture,Air,Fog,1370.24,116.52,4.8,6.05,7.03,6,13.46,1.34,0.67,24.08,90.23,1,0,23.76,2,0,103.58
Pharma,Air,Clear,2063.07,277.65,1.74,5.51,3.24,2,19.36,1.38,0.91,42.67,112.49,0,0,16.65,1,0,81.85
Automobile,Road,Fog,2003.66,55.58,0.74,7.42,6.65,1,14.26,1.05,0.68,47.66,84.83,0,1,5.73,4,0,102.12
Electronics,Road,Clear,376.4,150.09,0.66,2.31,9.61,0,12.64,1.49,0.43,41.13,103.97,0,0,16.05,4,0,73.37
Pharma,Road,Storm,2527.95,358.91,4.22,7.12,5.25,9,18.48,0.66,0.67,9.84,80.53,0,0,21.3,2,1,140.55
Furniture,Sea,Rain,2060.35,151.24,2.35,9.27,5.6,9,10.49,0.55,0.85,21.89,87.88,0,0,17.51,0,0,130.22
Electronics,Road,Storm,2352.73,74.46,0.15,7.14,7.55,6,15.03,0.48,0.48,31.58,91.74,0,0,17.14,2,0,122.62
Pharma,Rail,Rain,1370.91,4.73,4.63,1.42,5.57,0,18.69,0.52,1.09,14.86,119.35,0,0,16.0,0,0,65.21
Automobile,Sea,Fog,625.43,286.68,3.0,5.55,2.3,5,13.11,0.34,0.39,40.41,104.44,1,0,18.57,2,0,88.44
Pharma,Rail,Rain,1012.33,484.37,3.48,7.54,6.5,0,10.76,1.14,1.37,21.99,89.71,0,0,11.67,1,0,84.44
Automobile,Road,Storm,2709.33,242.58,4.14,1.39,5.58,9,11.82,1.23,0.74,6.13,103.36,0,0,4.18,5,0,102.79
Furniture,Sea,Storm,2817.15,107.09,4.11,7.86,9.56,3,15.5,0.31,0.73,12.23,72.6,0,0,6.39,2,0,117.3
Automobile,Road,Rain,1471.51,232.18,0.47,3.53,1.84,4,1.51,0.58,0.55,28.99,79.34,0,0,15.87,2,0,81.44
Electronics,Road,Rain,931.45,301.44,2.91,6.3,5.83,0,6.9,0.56,0.88,33.17,110.09,0,0,4.26,1,0,64.13
Furniture,Sea,Clear,2204.42,400.88,3.51,9.7,6.55,7,1.5,1.06,1.3,33.82,118.28,1,0,5.34,3,0,134.35
Electronics,Air,Storm,2309.68,226.89,0.52,9.95,6.58,6,15.83,1.25,1.0,8.71,101.39,0,0,19.03,2,0,133.97
Food,Road,Clear,2455.63,87.3,1.19,6.71,1.54,0,18.34,1.16,1.27,36.93,80.63,0,0,12.55,0,0,84.87
Clothing,Road,Rain,141.7,94.82,2.04,5.42,3.95,4,8.29,1.21,1.46,5.55,116.75,0,0,1.13,1,0,62.59
Automobile,Road,Clear,78.71,449.96,4.44,2.6,3.36,3,5.42,1.16,1.05,45.89,75.71,1,0,13.38,1,0,60.4
Clothing,Air,Clear,1103.61,118.88,4.27,2.88,7.12,0,1.29,1.21,0.5,37.19,102.98,0,0,6.8,1,0,57.09
Clothing,Road,Rain,499.87,364.28,3.93,4.86,7.62,3,0.63,0.97,0.66,33.97,91.59,0,0,7.51,2,0,79.41
Automobile,Sea,Rain,2424.7,135.21,4.95,7.32,2.88,3,11.13,0.96,1.09,11.2,118.53,0,0,4.07,3,0,85.77
Furniture,Sea,Clear,1621.89,360.56,1.29,7.92,8.43,5,7.0,1.29,1.24,7.65,88.12,0,0,4.33,2,0,90.48
Food,Sea,Clear,2484.78,40.1,2.39,3.0,5.37,3,19.3,1.03,1.09,7.88,93.31,0,0,12.48,1,0,70.56
Electronics,Road,Clear,571.89,104.49,2.29,5.82,3.37,4,16.44,0.48,0.99,11.86,112.92,0,0,11.6,0,0,64.75
Pharma,Air,Rain,1900.31,204.94,3.43,6.32,3.7,9,9.29,1.34,1.41,40.25,85.73,0,0,11.87,4,0,120.93
Electronics,Sea,Clear,1761.51,258.14,4.27,9.04,3.37,2,4.37,0.88,0.9,32.03,90.18,0,0,5.63,1,0,94.83
Pharma,Sea,Rain,1054.12,177.12,2.51,8.89,6.44,6,7.96,0.6,1.1,46.5,96.92,1,0,14.4,1,1,128.5
Electronics,Road,Rain,1575.39,287.18,2.51,8.36,5.74,2,1.9,0.75,0.67,5.36,98.38,0,0,17.06,2,0,104.26
Automobile,Road,Fog,1787.63,163.36,3.08,5.65,9.45,4,12.64,0.98,0.77,34.17,75.67,0,0,22.59,2,0,102.39
Food,Road,Clear,2673.99,339.54,3.74,1.59,3.46,1,17.37,0.77,0.58,41.08,85.88,0,0,21.97,2,0,78.01
Pharma,Air,Clear,214.13,256.09,1.09,4.01,3.87,9,8.99,1.01,1.26,23.6,80.33,0,0,21.06,4,0,82.63
Furniture,Air,Rain,2478.95,352.85,4.81,6.6,1.06,9,9.87,0.97,0.54,3.76,118.58,1,0,4.56,1,0,80.72
Electronics,Rail,Rain,2941.46,216.06,0.55,6.74,3.69,7,18.79,0.96,0.58,31.47,83.75,0,0,21.07,1,0,116.79
Electronics,Road,Clear,2208.74,438.37,0.21,8.64,3.26,3,6.54,0.98,0.43,30.2,70.69,0,0,6.83,2,0,104.5
Pharma,Road,Storm,2225.17,191.68,1.86,4.41,4.62,0,2.48,0.68,1.18,45.33,75.21,0,0,7.04,2,0,93.06
Furniture,Road,Clear,693.02,154.76,3.54,9.43,5.46,1,1.84,1.33,0.39,39.76,95.91,0,0,9.41,2,0,88.25
Furniture,Road,Clear,1593.07,278.99,4.89,2.47,7.03,6,15.48,0.94,0.37,26.57,102.33,0,0,0.12,2,0,65.72
Automobile,Road,Clear,2132.52,255.08,4.67,1.45,2.73,6,4.76,0.35,1.05,6.33,73.88,0,0,16.34,0,0,70.33
Automobile,Air,Storm,1826.73,259.53,3.47,2.59,6.01,1,19.98,0.65,0.75,3.61,71.91,0,0,11.95,2,0,74.57
Automobile,Air,Clear,1186.14,398.27,2.24,5.16,7.56,7,19.28,1.16,1.41,43.43,89.01,0,0,13.99,2,1,100.71
Automobile,Rail,Clear,2823.35,294.71,3.02,8.41,3.17,0,17.15,1.1,1.35,23.29,91.89,0,0,17.97,3,0,107.48
Automobile,Road,Clear,1566.26,442.75,4.85,2.38,4.16,3,10.33,0.53,0.9,31.17,83.86,0,0,20.64,1,1,97.27
Automobile,Road,Rain,2911.13,309.93,1.4,5.93,2.85,7,10.4,1.5,0.4,34.66,84.13,0,0,0.73,0,0,90.64
Food,Road,Storm,1713.43,11.83,2.44,7.99,2.0,4,18.68,1.05,0.96,27.1,102.12,0,0,21.08,2,1,124.33
Furniture,Sea,Clear,2390.48,435.33,3.5,1.31,7.81,7,6.3,0.69,1.49,41.49,96.79,0,0,17.66,0,0,100.59
Automobile,Road,Clear,2238.97,420.05,0.15,1.37,3.16,7,9.99,0.77,1.09,3.82,78.56,0,0,17.54,3,0,92.07
Furniture,Rail,Clear,1999.43,25.38,1.97,5.42,4.31,8,8.35,1.4,1.25,36.93,89.01,0,0,1.15,0,0,91.9
Furniture,Road,Rain,92.66,63.52,2.88,2.64,3.23,0,7.49,0.82,0.78,36.83,76.83,0,0,1.1,2,0,48.05
Clothing,Sea,Clear,278.42,278.62,4.51,5.06,1.39,0,17.89,0.59,0.39,11.9,74.47,0,0,2.93,3,0,42.19
Food,Rail,Storm,1765.38,22.38,4.96,1.4,7.56,8,14.63,0.71,1.43,6.67,105.21,0,0,22.47,4,0,113.34
Automobile,Road,Clear,2739.76,206.17,2.83,9.79,6.79,6,18.92,0.94,0.7,31.0,113.96,0,0,12.83,1,0,117.11
Electronics,Air,Clear,1823.37,487.7,4.73,6.89,5.29,8,1.91,0.49,0.48,16.63,88.9,0,0,3.41,3,1,95.37
Pharma,Road,Clear,746.19,87.22,0.59,7.18,7.07,1,16.63,0.36,0.49,1.72,75.14,0,0,0.11,3,1,68.31
Electronics,Sea,Storm,994.64,103.84,3.54,5.59,8.62,7,6.9,0.78,0.46,21.65,79.77,0,0,6.14,2,0,95.92
Food,Road,Rain,1888.32,338.5,2.06,8.42,6.57,0,12.02,1.38,0.82,31.01,112.8,0,0,22.1,4,0,111.42
Pharma,Road,Fog,1811.31,22.95,3.78,8.5,9.16,3,14.22,1.41,1.33,44.13,78.42,0,0,18.51,1,0,116.53
Food,Rail,Clear,2869.32,410.52,4.35,2.43,2.81,7,3.26,1.3,0.48,21.34,79.28,0,0,11.26,1,0,87.39
Furniture,Rail,Clear,1610.8,100.32,0.36,7.92,8.95,3,15.1,0.5,1.21,7.77,79.43,1,0,12.98,1,0,93.27
Pharma,Road,Rain,1097.29,266.25,4.68,6.1,5.87,2,7.14,0.36,0.39,21.24,105.36,0,0,16.25,4,0,88.48
Furniture,Air,Rain,1598.73,125.13,0.43,7.86,8.57,6,5.93,0.93,0.44,36.92,73.29,0,0,9.16,1,0,98.14
Electronics,Road,Rain,2369.39,329.78,3.79,9.27,7.69,4,9.7,1.11,0.44,5.55,114.53,0,1,7.91,1,0,112.88
Electronics,Road,Clear,1644.07,294.02,0.44,4.02,1.52,0,15.77,1.09,0.92,9.73,102.9,0,0,12.02,1,0,57.3
Pharma,Air,Clear,1011.86,473.27,4.32,6.14,8.54,3,8.48,0.62,1.36,13.88,90.21,0,0,2.78,0,1,66.55
Pharma,Road,Clear,1048.93,223.35,1.1,8.09,4.04,3,11.13,0.71,1.19,22.45,70.28,0,0,1.5,1,0,71.98
Automobile,Road,Rain,2282.59,437.56,2.23,9.88,4.81,0,5.15,1.46,1.34,44.09,86.34,0,0,7.77,0,0,122.91
Food,Rail,Rain,246.02,288.34,4.67,6.51,1.1,9,6.7,0.81,1.34,36.95,86.7,1,0,13.12,4,0,98.74
Automobile,Road,Storm,860.53,457.32,3.98,7.49,7.83,4,18.86,1.08,0.44,30.32,83.51,0,0,10.57,0,0,90.02
Food,Air,Clear,501.46,146.62,3.95,8.62,5.2,1,18.42,0.9,0.96,38.95,84.35,0,0,19.47,1,0,83.08
Automobile,Road,Storm,2836.79,275.33,3.84,7.76,9.46,7,17.81,1.33,1.25,42.5,81.46,0,0,12.3,2,0,147.66
Furniture,Road,Clear,315.78,195.62,2.89,9.48,3.53,8,8.08,1.31,1.44,22.74,102.37,1,0,17.76,0,0,110.81
Pharma,Road,Clear,2286.64,33.88,4.76,3.07,5.46,1,1.07,1.08,1.12,35.88,103.21,0,0,12.43,2,0,86.08
Electronics,Air,Fog,1909.76,287.56,4.18,9.17,4.7,9,18.42,1.42,1.33,44.47,116.32,1,0,15.91,1,0,129.15
Food,Rail,Rain,1916.77,397.32,2.26,2.86,8.13,9,8.31,0.55,0.75,26.0,98.23,1,0,16.94,1,0,98.65
Food,Road,Rain,2302.13,278.55,3.74,6.09,5.82,3,16.17,0.94,1.15,36.88,90.51,0,0,0.85,2,0,93.56
Electronics,Road,Rain,1231.44,140.39,4.99,5.71,5.14,1,10.56,0.58,0.74,47.17,102.82,1,0,13.93,1,0,78.39
Automobile,Sea,Clear,1232.19,132.65,4.37,8.48,9.52,4,17.92,0.42,0.53,23.21,82.35,0,0,1.09,0,0,80.72
Food,Road,Rain,901.68,119.68,0.11,4.59,4.4,6,2.78,1.23,0.38,32.59,113.99,0,0,2.64,1,0,76.73
Furniture,Sea,Storm,1813.36,489.84,3.72,2.29,5.41,4,16.68,1.04,1.36,21.99,100.81,0,0,11.75,3,0,101.98
Pharma,Road,Clear,2792.93,200.21,4.5,7.36,5.99,4,17.41,0.42,0.38,34.64,94.25,0,0,15.28,2,1,128.42
Electronics,Rail,Rain,2775.75,159.12,1.71,6.46,1.48,1,6.16,1.49,1.5,19.24,79.57,1,0,22.83,3,0,106.79
Pharma,Road,Storm,2123.73,209.82,4.89,8.44,5.74,2,12.69,0.4,0.91,7.0,70.62,0,0,18.17,2,0,113.98
Food,Sea,Clear,2723.25,58.78,2.07,7.83,4.02,5,1.57,1.12,0.9,42.74,79.14,0,0,16.23,7,0,126.05
Food,Rail,Clear,2892.38,98.81,2.16,9.05,6.85,5,6.61,1.02,0.39,34.43,108.83,0,0,21.43,4,0,127.13
Electronics,Road,Clear,2395.56,254.94,0.89,8.55,6.79,0,7.77,0.8,0.39,47.76,91.58,0,0,20.97,0,0,107.75
Furniture,Road,Rain,1253.11,399.62,0.57,7.17,7.4,0,2.35,1.33,1.16,35.16,110.21,0,0,14.82,1,0,91.57
Clothing,Rail,Storm,1475.51,438.34,2.73,5.19,4.59,9,8.95,0.72,0.83,40.72,82.0,0,0,3.26,1,0,105.24
Electronics,Air,Rain,2797.21,433.13,3.05,1.18,1.94,8,13.13,1.29,0.51,45.97,77.25,1,0,15.42,2,0,95.69
Clothing,Road,Clear,2026.52,472.43,1.9,3.77,4.95,1,13.16,1.01,0.54,3.78,80.4,0,0,13.4,1,1,73.41
Automobile,Road,Rain,2471.05,63.76,3.07,7.55,5.97,1,9.66,0.77,0.58,41.27,106.92,0,0,7.69,3,0,104.48
Clothing,Rail,Storm,392.54,21.44,2.03,1.54,1.22,8,2.91,0.71,1.27,6.21,101.34,0,0,0.56,1,0,55.46
Furniture,Road,Clear,622.01,53.76,4.35,7.81,5.93,4,2.04,0.61,1.03,42.3,112.67,0,0,12.58,1,1,108.68
Automobile,Air,Storm,1065.12,300.77,4.77,5.65,4.59,5,16.54,0.32,0.39,37.34,98.39,0,0,10.43,1,0,84.38
Clothing,Road,Storm,605.31,278.5,3.01,8.81,5.31,2,11.41,1.04,1.13,22.9,101.2,0,0,0.28,3,0,90.64
Automobile,Sea,Clear,2724.07,335.93,4.23,6.94,3.73,6,15.12,0.85,0.92,39.21,88.19,0,0,12.07,3,0,104.67
Clothing,Sea,Clear,689.83,186.17,4.28,8.19,5.43,1,1.14,0.7,1.0,19.89,104.71,0,0,7.86,4,0,90.61
Furniture,Sea,Rain,1693.69,196.4,3.6,2.54,8.94,4,9.11,0.51,0.66,35.24,88.33,0,0,3.81,0,0,74.25
Clothing,Road,Rain,302.09,273.24,1.04,2.56,8.09,3,18.12,0.3,0.32,10.31,94.7,0,0,0.76,3,0,43.48
Clothing,Sea,Storm,507.14,40.45,0.86,2.9,6.54,7,14.31,1.11,0.91,4.34,73.37,1,0,8.98,1,0,80.02
Clothing,Road,Rain,779.87,400.14,4.61,4.0,6.64,1,15.44,1.33,1.01,32.28,86.19,0,1,2.8,3,0,73.31
